Node ID,Distance,Conductance,Type,Name
0,379.58476907278674,0.4,apic,L5PCtemplate[0].apic[9]
1,320.3812671851626,0.4,apic,L5PCtemplate[1].apic[12]
2,468.6693537968005,0.4,apic,L5PCtemplate[2].apic[35]
3,230.80523374005736,0.4,apic,L5PCtemplate[3].apic[102]
4,93.07159617395864,0.4,dend,L5PCtemplate[4].dend[54]
5,303.85431458375433,0.4,apic,L5PCtemplate[5].apic[85]
6,159.52248736022364,0.4,dend,L5PCtemplate[6].dend[14]
7,231.9158829836171,0.4,apic,L5PCtemplate[7].apic[79]
8,170.12215362637647,0.4,dend,L5PCtemplate[8].dend[2]
9,1256.1271403859382,0.4,apic,L5PCtemplate[9].apic[65]
10,135.46387295877747,0.4,dend,L5PCtemplate[10].dend[40]
11,166.2683162119933,0.4,dend,L5PCtemplate[11].dend[35]
12,1160.5177435476412,0.4,apic,L5PCtemplate[12].apic[67]
13,360.4140218545981,0.4,apic,L5PCtemplate[13].apic[29]
14,1151.7151685370425,0.4,apic,L5PCtemplate[14].apic[77]
15,114.45093534896017,0.4,dend,L5PCtemplate[15].dend[54]
16,91.56317190102511,0.4,dend,L5PCtemplate[16].dend[67]
17,1034.9073069284893,0.4,apic,L5PCtemplate[17].apic[49]
18,73.78483825144616,0.4,dend,L5PCtemplate[18].dend[26]
19,819.078885107589,0.4,apic,L5PCtemplate[19].apic[37]
20,66.91099239677285,0.4,dend,L5PCtemplate[20].dend[10]
21,53.117938220707586,0.4,dend,L5PCtemplate[21].dend[48]
22,386.6853090271192,0.4,apic,L5PCtemplate[22].apic[29]
23,309.0085548012233,0.4,apic,L5PCtemplate[23].apic[101]
24,205.95709008267312,0.4,apic,L5PCtemplate[24].apic[79]
25,125.3566566162255,0.4,dend,L5PCtemplate[25].dend[69]
26,299.37612342372216,0.4,apic,L5PCtemplate[26].apic[10]
27,922.8358253746583,0.4,apic,L5PCtemplate[27].apic[60]
28,1129.9786252269105,0.4,apic,L5PCtemplate[28].apic[78]
29,1001.1614376649596,0.4,apic,L5PCtemplate[29].apic[46]
30,130.03362670112426,0.4,dend,L5PCtemplate[30].dend[66]
31,1272.0712877706492,0.4,apic,L5PCtemplate[31].apic[77]
32,135.8111998862337,0.4,dend,L5PCtemplate[32].dend[59]
33,64.34817036737246,0.4,dend,L5PCtemplate[33].dend[6]
34,305.1546690250625,0.4,apic,L5PCtemplate[34].apic[17]
35,901.6418642955131,0.4,apic,L5PCtemplate[35].apic[60]
36,256.44604565619005,0.4,apic,L5PCtemplate[36].apic[98]
37,62.204840638074714,0.4,dend,L5PCtemplate[37].dend[83]
38,425.4909328219618,0.4,apic,L5PCtemplate[38].apic[35]
39,266.3004727952778,0.4,apic,L5PCtemplate[39].apic[9]
40,157.7359929154133,0.4,dend,L5PCtemplate[40].dend[59]
41,63.25794961446548,0.4,dend,L5PCtemplate[41].dend[82]
42,236.03288425906243,0.4,dend,L5PCtemplate[42].dend[28]
43,1129.7695508672211,0.4,apic,L5PCtemplate[43].apic[75]
44,127.9039575867526,0.4,apic,L5PCtemplate[44].apic[105]
45,1224.7736160644306,0.4,apic,L5PCtemplate[45].apic[67]
46,216.5604565168211,0.4,dend,L5PCtemplate[46].dend[28]
47,104.71130249161499,0.4,dend,L5PCtemplate[47].dend[4]
48,177.30177078932604,0.4,dend,L5PCtemplate[48].dend[67]
49,272.6730029880563,0.4,apic,L5PCtemplate[49].apic[20]
50,866.8068790881941,0.4,apic,L5PCtemplate[50].apic[51]
51,1243.1200317020266,0.4,apic,L5PCtemplate[51].apic[73]
52,1268.853329714829,0.4,apic,L5PCtemplate[52].apic[76]
53,233.66085693160153,0.4,apic,L5PCtemplate[53].apic[10]
54,118.60562735198347,0.4,dend,L5PCtemplate[54].dend[23]
55,69.39242684257508,0.4,apic,L5PCtemplate[55].apic[104]
56,83.3175177762149,0.4,dend,L5PCtemplate[56].dend[21]
57,100.86394087242225,0.4,dend,L5PCtemplate[57].dend[77]
58,234.38745604921883,0.4,apic,L5PCtemplate[58].apic[91]
59,177.30177078932604,0.4,dend,L5PCtemplate[59].dend[67]
60,1266.1702708969417,0.4,apic,L5PCtemplate[60].apic[73]
61,219.37644786150878,0.4,dend,L5PCtemplate[61].dend[5]
62,402.5403908502934,0.4,apic,L5PCtemplate[62].apic[36]
63,121.35133217772845,0.4,dend,L5PCtemplate[63].dend[82]
64,50.49431150301488,0.4,dend,L5PCtemplate[64].dend[53]
65,166.2683162119933,0.4,dend,L5PCtemplate[65].dend[35]
66,425.4909328219618,0.4,apic,L5PCtemplate[66].apic[35]
67,80.63428340982409,0.4,dend,L5PCtemplate[67].dend[60]
68,112.99782162310034,0.4,dend,L5PCtemplate[68].dend[67]
69,210.4617471204462,0.4,apic,L5PCtemplate[69].apic[93]
70,126.69388733406447,0.4,dend,L5PCtemplate[70].dend[41]
71,119.19831780561462,0.4,dend,L5PCtemplate[71].dend[28]
72,978.2791161820779,0.4,apic,L5PCtemplate[72].apic[45]
73,125.34785430040972,0.4,dend,L5PCtemplate[73].dend[45]
74,591.2058660395061,0.4,apic,L5PCtemplate[74].apic[36]
75,166.66555180618144,0.4,dend,L5PCtemplate[75].dend[69]
76,187.49904621726995,0.4,apic,L5PCtemplate[76].apic[89]
77,63.15924307395112,0.4,dend,L5PCtemplate[77].dend[9]
78,354.2599060505388,0.4,apic,L5PCtemplate[78].apic[22]
79,359.76838909913823,0.4,apic,L5PCtemplate[79].apic[30]
80,145.16818505228014,0.4,dend,L5PCtemplate[80].dend[74]
81,172.58036452692494,0.4,dend,L5PCtemplate[81].dend[62]
82,223.51037200295212,0.4,dend,L5PCtemplate[82].dend[59]
83,159.55687396065298,0.4,dend,L5PCtemplate[83].dend[6]
84,1160.4550631470565,0.4,apic,L5PCtemplate[84].apic[40]
85,146.36459889218844,0.4,dend,L5PCtemplate[85].dend[45]
86,1105.1821706953726,0.4,apic,L5PCtemplate[86].apic[49]
87,999.7698750450477,0.4,apic,L5PCtemplate[87].apic[49]
88,324.23749899931823,0.4,apic,L5PCtemplate[88].apic[21]
89,143.422687241373,0.4,dend,L5PCtemplate[89].dend[35]
90,125.34785430040972,0.4,dend,L5PCtemplate[90].dend[45]
91,283.14649180641305,0.4,apic,L5PCtemplate[91].apic[83]
92,1042.5024963743288,0.4,apic,L5PCtemplate[92].apic[39]
93,795.6720588997864,0.4,apic,L5PCtemplate[93].apic[60]
94,73.15339736778739,0.4,dend,L5PCtemplate[94].dend[56]
95,54.42691513006233,0.4,dend,L5PCtemplate[95].dend[51]
96,1151.4676333019793,0.4,apic,L5PCtemplate[96].apic[76]
97,962.3558687813563,0.4,apic,L5PCtemplate[97].apic[61]
98,827.6286096659444,0.4,apic,L5PCtemplate[98].apic[51]
99,381.95239250561684,0.4,apic,L5PCtemplate[99].apic[34]
100,386.6853090271192,0.4,apic,L5PCtemplate[100].apic[29]
101,940.8389239528508,0.4,apic,L5PCtemplate[101].apic[38]
102,273.0288810798539,0.4,apic,L5PCtemplate[102].apic[12]
103,97.73142930013243,0.4,dend,L5PCtemplate[103].dend[35]
104,49.484739032008434,0.4,dend,L5PCtemplate[104].dend[18]
105,148.4577176078409,0.4,dend,L5PCtemplate[105].dend[2]
106,131.4997229334096,0.4,dend,L5PCtemplate[106].dend[37]
107,72.55771256930629,0.4,dend,L5PCtemplate[107].dend[57]
108,1048.406655626261,0.4,apic,L5PCtemplate[108].apic[40]
109,236.03288425906243,0.4,dend,L5PCtemplate[109].dend[28]
110,1067.0813902130603,0.4,apic,L5PCtemplate[110].apic[40]
111,82.62241046888647,0.4,dend,L5PCtemplate[111].dend[82]
112,1191.8338749482448,0.4,apic,L5PCtemplate[112].apic[77]
113,143.422687241373,0.4,dend,L5PCtemplate[113].dend[35]
114,62.29762052507359,0.4,dend,L5PCtemplate[114].dend[45]
115,82.62241046888647,0.4,dend,L5PCtemplate[115].dend[82]
116,232.7139044414883,0.4,apic,L5PCtemplate[116].apic[14]
117,236.90947113093318,0.4,apic,L5PCtemplate[117].apic[96]
118,1151.7151685370425,0.4,apic,L5PCtemplate[118].apic[77]
119,886.396013799319,0.4,apic,L5PCtemplate[119].apic[51]
120,177.61560103233853,0.4,dend,L5PCtemplate[120].dend[28]
121,189.11394518261358,0.4,dend,L5PCtemplate[121].dend[35]
122,989.7808646583435,0.4,apic,L5PCtemplate[122].apic[53]
123,119.19831780561462,0.4,dend,L5PCtemplate[123].dend[28]
124,383.53218282262037,0.4,apic,L5PCtemplate[124].apic[24]
125,99.72589006337334,0.4,dend,L5PCtemplate[125].dend[28]
126,384.74841076073955,0.4,apic,L5PCtemplate[126].apic[30]
127,1153.894137104828,0.4,apic,L5PCtemplate[127].apic[78]
128,610.0724135584273,0.4,apic,L5PCtemplate[128].apic[36]
129,120.38868854121658,0.4,dend,L5PCtemplate[129].dend[33]
130,1034.9073069284893,0.4,apic,L5PCtemplate[130].apic[49]
131,1203.3549918921674,0.4,apic,L5PCtemplate[131].apic[67]
132,233.66085693160153,0.4,apic,L5PCtemplate[132].apic[10]
133,1197.722120087847,0.4,apic,L5PCtemplate[133].apic[70]
134,689.978067509162,0.4,apic,L5PCtemplate[134].apic[50]
135,143.422687241373,0.4,dend,L5PCtemplate[135].dend[35]
136,258.8097713829477,0.4,apic,L5PCtemplate[136].apic[97]
137,1155.8419231192609,0.4,apic,L5PCtemplate[137].apic[63]
138,400.87413597522834,0.4,apic,L5PCtemplate[138].apic[19]
139,1126.8101925423127,0.4,apic,L5PCtemplate[139].apic[62]
140,326.99041340256923,0.4,apic,L5PCtemplate[140].apic[87]
141,262.8814577601018,0.4,apic,L5PCtemplate[141].apic[86]
142,1020.2019945156071,0.4,apic,L5PCtemplate[142].apic[61]
143,118.60562735198347,0.4,dend,L5PCtemplate[143].dend[23]
144,90.68340297221485,0.4,dend,L5PCtemplate[144].dend[66]
145,303.3081866709057,0.4,apic,L5PCtemplate[145].apic[20]
146,116.94856380256056,0.4,dend,L5PCtemplate[146].dend[77]
147,670.2616437081233,0.4,apic,L5PCtemplate[147].apic[37]
148,232.77678170708953,0.4,apic,L5PCtemplate[148].apic[83]
149,218.58730416885743,0.4,apic,L5PCtemplate[149].apic[87]
150,1237.8121815316383,0.4,apic,L5PCtemplate[150].apic[64]
151,172.38649280997322,0.4,apic,L5PCtemplate[151].apic[101]
152,97.73142930013243,0.4,dend,L5PCtemplate[152].dend[35]
153,356.3369328288799,0.4,apic,L5PCtemplate[153].apic[25]
154,1052.47602287021,0.4,apic,L5PCtemplate[154].apic[49]
155,187.3199994011594,0.4,dend,L5PCtemplate[155].dend[69]
156,1021.6170555725964,0.4,apic,L5PCtemplate[156].apic[68]
157,73.78483825144616,0.4,dend,L5PCtemplate[157].dend[26]
158,1289.0294885812198,0.4,apic,L5PCtemplate[158].apic[67]
159,1105.9376687331796,0.4,apic,L5PCtemplate[159].apic[75]
160,236.90947113093318,0.4,apic,L5PCtemplate[160].apic[96]
161,184.51662790275998,0.4,dend,L5PCtemplate[161].dend[70]
162,1018.304306718431,0.4,apic,L5PCtemplate[162].apic[52]
163,167.26752669263527,0.4,dend,L5PCtemplate[163].dend[74]
164,1289.2205100918568,0.4,apic,L5PCtemplate[164].apic[73]
165,134.43247134517557,0.4,dend,L5PCtemplate[165].dend[67]
166,228.72377489782724,0.4,apic,L5PCtemplate[166].apic[86]
167,940.8389239528508,0.4,apic,L5PCtemplate[167].apic[38]
168,788.4503402436945,0.4,apic,L5PCtemplate[168].apic[51]
169,113.81234472219249,0.4,dend,L5PCtemplate[169].dend[10]
170,648.6934013712797,0.4,apic,L5PCtemplate[170].apic[50]
171,97.73142930013243,0.4,dend,L5PCtemplate[171].dend[35]
172,118.60562735198347,0.4,dend,L5PCtemplate[172].dend[23]
173,324.6838631288485,0.4,apic,L5PCtemplate[173].apic[17]
174,1082.2858051409169,0.4,apic,L5PCtemplate[174].apic[69]
175,167.26752669263527,0.4,dend,L5PCtemplate[175].dend[74]
176,354.2599060505388,0.4,apic,L5PCtemplate[176].apic[22]
177,409.7284324223408,0.4,apic,L5PCtemplate[177].apic[30]
178,195.15683647518154,0.4,apic,L5PCtemplate[178].apic[101]
179,515.739675963821,0.4,apic,L5PCtemplate[179].apic[36]
180,384.74841076073955,0.4,apic,L5PCtemplate[180].apic[30]
181,162.42407568574765,0.4,apic,L5PCtemplate[181].apic[80]
182,1266.1702708969417,0.4,apic,L5PCtemplate[182].apic[73]
183,211.63220750653073,0.4,dend,L5PCtemplate[183].dend[13]
184,114.15409302358559,0.4,dend,L5PCtemplate[184].dend[32]
185,381.95239250561684,0.4,apic,L5PCtemplate[185].apic[34]
186,233.66085693160153,0.4,apic,L5PCtemplate[186].apic[10]
187,337.7764871090879,0.4,apic,L5PCtemplate[187].apic[28]
188,266.5184901776619,0.4,apic,L5PCtemplate[188].apic[10]
189,1126.8101925423127,0.4,apic,L5PCtemplate[189].apic[62]
190,359.6429433351849,0.4,apic,L5PCtemplate[190].apic[34]
191,1266.1545769386835,0.4,apic,L5PCtemplate[191].apic[63]
192,240.20924589380672,0.4,apic,L5PCtemplate[192].apic[7]
193,230.80523374005736,0.4,apic,L5PCtemplate[193].apic[102]
194,283.14649180641305,0.4,apic,L5PCtemplate[194].apic[83]
195,1018.304306718431,0.4,apic,L5PCtemplate[195].apic[52]
196,1177.809648982745,0.4,apic,L5PCtemplate[196].apic[78]
197,1029.731921039462,0.4,apic,L5PCtemplate[197].apic[40]
198,1087.6134547536517,0.4,apic,L5PCtemplate[198].apic[49]
199,158.2100911073697,0.4,apic,L5PCtemplate[199].apic[100]
200,216.5604565168211,0.4,dend,L5PCtemplate[200].dend[28]
201,114.45093534896017,0.4,dend,L5PCtemplate[201].dend[54]
202,1151.7151685370425,0.4,apic,L5PCtemplate[202].apic[77]
203,252.4785624580402,0.4,apic,L5PCtemplate[203].apic[93]
204,309.0085548012233,0.4,apic,L5PCtemplate[204].apic[101]
205,225.67649497454522,0.4,apic,L5PCtemplate[205].apic[12]
206,354.2599060505388,0.4,apic,L5PCtemplate[206].apic[22]
207,177.61560103233853,0.4,dend,L5PCtemplate[207].dend[28]
208,1229.724764243879,0.4,apic,L5PCtemplate[208].apic[76]
209,124.29573715549212,0.4,dend,L5PCtemplate[209].dend[27]
210,1203.3549918921674,0.4,apic,L5PCtemplate[210].apic[67]
211,72.55771256930629,0.4,dend,L5PCtemplate[211].dend[57]
212,50.49431150301488,0.4,dend,L5PCtemplate[212].dend[53]
213,63.15924307395112,0.4,dend,L5PCtemplate[213].dend[9]
214,166.2683162119933,0.4,dend,L5PCtemplate[214].dend[35]
215,240.83685565217837,0.4,dend,L5PCtemplate[215].dend[5]
216,147.16644446431837,0.4,dend,L5PCtemplate[216].dend[27]
217,87.74733409990351,0.4,dend,L5PCtemplate[217].dend[72]
218,67.68097204351214,0.4,dend,L5PCtemplate[218].dend[4]
219,103.42504694763132,0.4,dend,L5PCtemplate[219].dend[76]
220,425.4909328219618,0.4,apic,L5PCtemplate[220].apic[35]
221,409.7284324223408,0.4,apic,L5PCtemplate[221].apic[30]
222,1202.723808268395,0.4,apic,L5PCtemplate[222].apic[71]
223,290.19707514627044,0.4,apic,L5PCtemplate[223].apic[19]
224,208.7340741589431,0.4,dend,L5PCtemplate[224].dend[66]
225,336.3158955937961,0.4,apic,L5PCtemplate[225].apic[85]
226,169.81666982784498,0.4,dend,L5PCtemplate[226].dend[31]
227,282.947306800692,0.4,apic,L5PCtemplate[227].apic[10]
228,73.78483825144616,0.4,dend,L5PCtemplate[228].dend[26]
229,1215.5595188502741,0.4,apic,L5PCtemplate[229].apic[44]
230,1203.3549918921674,0.4,apic,L5PCtemplate[230].apic[67]
231,263.9305651416439,0.4,dend,L5PCtemplate[231].dend[70]
232,120.57705827075272,0.4,dend,L5PCtemplate[232].dend[35]
233,176.45563228016948,0.4,dend,L5PCtemplate[233].dend[5]
234,252.4785624580402,0.4,apic,L5PCtemplate[234].apic[93]
235,178.37074302601945,0.4,dend,L5PCtemplate[235].dend[14]
236,109.16819945498825,0.4,apic,L5PCtemplate[236].apic[105]
237,190.56653510000945,0.4,dend,L5PCtemplate[237].dend[13]
238,146.01110421120347,0.4,dend,L5PCtemplate[238].dend[69]
239,91.56317190102511,0.4,dend,L5PCtemplate[239].dend[67]
240,1085.7561247998594,0.4,apic,L5PCtemplate[240].apic[40]
241,972.7378218951312,0.4,apic,L5PCtemplate[241].apic[52]
242,188.39808807574582,0.4,dend,L5PCtemplate[242].dend[45]
243,189.05896229448837,0.4,dend,L5PCtemplate[243].dend[66]
244,196.90668232211505,0.4,apic,L5PCtemplate[244].apic[87]
245,394.31562882363727,0.4,apic,L5PCtemplate[245].apic[18]
246,100.86394087242225,0.4,dend,L5PCtemplate[246].dend[77]
247,947.4944939198651,0.4,apic,L5PCtemplate[247].apic[53]
248,386.6853090271192,0.4,apic,L5PCtemplate[248].apic[29]
249,54.42691513006233,0.4,dend,L5PCtemplate[249].dend[51]
250,927.4535126136407,0.4,apic,L5PCtemplate[250].apic[45]
