Node ID,Functional Group
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,2
217,2
218,2
219,2
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,2
228,2
229,2
230,2
231,2
232,2
233,2
234,2
235,2
236,2
237,2
238,2
239,2
240,2
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,2
249,2
250,2
251,2
252,2
253,2
254,2
255,2
256,2
257,2
258,2
259,2
260,2
261,2
262,2
263,2
264,2
265,2
266,2
267,2
268,2
269,2
270,2
271,2
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,2
289,2
290,2
291,2
292,2
293,2
294,2
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,3
304,3
305,3
306,3
307,3
308,3
309,3
310,3
311,3
312,3
313,3
314,3
315,3
316,3
317,3
318,3
319,3
320,3
321,3
322,3
323,3
324,3
325,3
326,3
327,3
328,3
329,3
330,3
331,3
332,3
333,3
334,3
335,3
336,3
337,3
338,3
339,3
340,3
341,3
342,3
343,3
344,3
345,3
346,3
347,3
348,3
349,3
350,3
351,3
352,3
353,3
354,3
355,3
356,3
357,3
358,3
359,3
360,3
361,3
362,3
363,3
364,3
365,3
366,3
367,3
368,3
369,3
370,3
371,3
372,3
373,3
374,3
375,3
376,3
377,3
378,3
379,3
380,3
381,3
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,3
390,3
391,3
392,3
393,3
394,3
395,3
396,3
397,3
398,3
399,3
400,3
401,3
402,3
403,3
404,4
405,4
406,4
407,4
408,4
409,4
410,4
411,4
412,4
413,4
414,4
415,4
416,4
417,4
418,4
419,4
420,4
421,4
422,4
423,4
424,4
425,4
426,4
427,4
428,4
429,4
430,4
431,4
432,4
433,4
434,4
435,4
436,4
437,4
438,4
439,4
440,4
441,4
442,4
443,4
444,4
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,4
455,4
456,4
457,4
458,4
459,4
460,4
461,4
462,4
463,4
464,4
465,4
466,4
467,4
468,4
469,4
470,4
471,4
472,4
473,4
474,4
475,4
476,4
477,4
478,4
479,4
480,4
481,4
482,4
483,4
484,4
485,4
486,4
487,4
488,4
489,4
490,4
491,4
492,4
493,4
494,4
495,4
496,4
497,4
498,4
499,4
500,4
501,4
502,4
503,4
504,4
505,5
506,5
507,5
508,5
509,5
510,5
511,5
512,5
513,5
514,5
515,5
516,5
517,5
518,5
519,5
520,5
521,5
522,5
523,5
524,5
525,5
526,5
527,5
528,5
529,5
530,5
531,5
532,5
533,5
534,5
535,5
536,5
537,5
538,5
539,5
540,5
541,5
542,5
543,5
544,5
545,5
546,5
547,5
548,5
549,5
550,5
551,5
552,5
553,5
554,5
555,5
556,5
557,5
558,5
559,5
560,5
561,5
562,5
563,5
564,5
565,5
566,5
567,5
568,5
569,5
570,5
571,5
572,5
573,5
574,5
575,5
576,5
577,5
578,5
579,5
580,5
581,5
582,5
583,5
584,5
585,5
586,5
587,5
588,5
589,5
590,5
591,5
592,5
593,5
594,5
595,5
596,5
597,5
598,5
599,5
600,5
601,5
602,5
603,5
604,5
605,5
606,6
607,6
608,6
609,6
610,6
611,6
612,6
613,6
614,6
615,6
616,6
617,6
618,6
619,6
620,6
621,6
622,6
623,6
624,6
625,6
626,6
627,6
628,6
629,6
630,6
631,6
632,6
633,6
634,6
635,6
636,6
637,6
638,6
639,6
640,6
641,6
642,6
643,6
644,6
645,6
646,6
647,6
648,6
649,6
650,6
651,6
652,6
653,6
654,6
655,6
656,6
657,6
658,6
659,6
660,6
661,6
662,6
663,6
664,6
665,6
666,6
667,6
668,6
669,6
670,6
671,6
672,6
673,6
674,6
675,6
676,6
677,6
678,6
679,6
680,6
681,6
682,6
683,6
684,6
685,6
686,6
687,6
688,6
689,6
690,6
691,6
692,6
693,6
694,6
695,6
696,6
697,6
698,6
699,6
700,6
701,6
702,6
703,6
704,6
705,6
706,6
707,7
708,7
709,7
710,7
711,7
712,7
713,7
714,7
715,7
716,7
717,7
718,7
719,7
720,7
721,7
722,7
723,7
724,7
725,7
726,7
727,7
728,7
729,7
730,7
731,7
732,7
733,7
734,7
735,7
736,7
737,7
738,7
739,7
740,7
741,7
742,7
743,7
744,7
745,7
746,7
747,7
748,7
749,7
750,7
751,7
752,7
753,7
754,7
755,7
756,7
757,7
758,7
759,7
760,7
761,7
762,7
763,7
764,7
765,7
766,7
767,7
768,7
769,7
770,7
771,7
772,7
773,7
774,7
775,7
776,7
777,7
778,7
779,7
780,7
781,7
782,7
783,7
784,7
785,7
786,7
787,7
788,7
789,7
790,7
791,7
792,7
793,7
794,7
795,7
796,7
797,7
798,7
799,7
800,7
801,7
802,7
803,7
804,7
805,7
806,7
807,7
808,8
809,8
810,8
811,8
812,8
813,8
814,8
815,8
816,8
817,8
818,8
819,8
820,8
821,8
822,8
823,8
824,8
825,8
826,8
827,8
828,8
829,8
830,8
831,8
832,8
833,8
834,8
835,8
836,8
837,8
838,8
839,8
840,8
841,8
842,8
843,8
844,8
845,8
846,8
847,8
848,8
849,8
850,8
851,8
852,8
853,8
854,8
855,8
856,8
857,8
858,8
859,8
860,8
861,8
862,8
863,8
864,8
865,8
866,8
867,8
868,8
869,8
870,8
871,8
872,8
873,8
874,8
875,8
876,8
877,8
878,8
879,8
880,8
881,8
882,8
883,8
884,8
885,8
886,8
887,8
888,8
889,8
890,8
891,8
892,8
893,8
894,8
895,8
896,8
897,8
898,8
899,8
900,8
901,8
902,8
903,8
904,8
905,8
906,8
907,8
908,9
909,9
910,9
911,9
912,9
913,9
914,9
915,9
916,9
917,9
918,9
919,9
920,9
921,9
922,9
923,9
924,9
925,9
926,9
927,9
928,9
929,9
930,9
931,9
932,9
933,9
934,9
935,9
936,9
937,9
938,9
939,9
940,9
941,9
942,9
943,9
944,9
945,9
946,9
947,9
948,9
949,9
950,9
951,9
952,9
953,9
954,9
955,9
956,9
957,9
958,9
959,9
960,9
961,9
962,9
963,9
964,9
965,9
966,9
967,9
968,9
969,9
970,9
971,9
972,9
973,9
974,9
975,9
976,9
977,9
978,9
979,9
980,9
981,9
982,9
983,9
984,9
985,9
986,9
987,9
988,9
989,9
990,9
991,9
992,9
993,9
994,9
995,9
996,9
997,9
998,9
999,9
1000,9
1001,9
1002,9
1003,9
1004,9
1005,9
1006,9
1007,9
1008,10
1009,10
1010,10
1011,10
1012,10
1013,10
1014,10
1015,10
1016,10
1017,10
1018,10
1019,10
1020,10
1021,10
1022,10
1023,10
1024,10
1025,10
1026,10
1027,10
1028,10
1029,10
1030,10
1031,10
1032,10
1033,10
1034,10
1035,10
1036,10
1037,10
1038,10
1039,10
1040,10
1041,10
1042,10
1043,10
1044,10
1045,10
1046,10
1047,10
1048,10
1049,10
1050,10
1051,10
1052,10
1053,10
1054,10
1055,10
1056,10
1057,10
1058,10
1059,10
1060,10
1061,10
1062,10
1063,10
1064,10
1065,10
1066,10
1067,10
1068,10
1069,10
1070,10
1071,10
1072,10
1073,10
1074,10
1075,10
1076,10
1077,10
1078,10
1079,10
1080,10
1081,10
1082,10
1083,10
1084,10
1085,10
1086,10
1087,10
1088,10
1089,10
1090,10
1091,10
1092,10
1093,10
1094,10
1095,10
1096,10
1097,10
1098,10
1099,10
1100,10
1101,10
1102,10
1103,10
1104,10
1105,10
1106,10
1107,10
1108,11
1109,11
1110,11
1111,11
1112,11
1113,11
1114,11
1115,11
1116,11
1117,11
1118,11
1119,11
1120,11
1121,11
1122,11
1123,11
1124,11
1125,11
1126,11
1127,11
1128,11
1129,11
1130,11
1131,11
1132,11
1133,11
1134,11
1135,11
1136,11
1137,11
1138,11
1139,11
1140,11
1141,11
1142,11
1143,11
1144,11
1145,11
1146,11
1147,11
1148,11
1149,11
1150,11
1151,11
1152,11
1153,11
1154,11
1155,11
1156,11
1157,11
1158,11
1159,11
1160,11
1161,11
1162,11
1163,11
1164,11
1165,11
1166,11
1167,11
1168,11
1169,11
1170,11
1171,11
1172,11
1173,11
1174,11
1175,11
1176,11
1177,11
1178,11
1179,11
1180,11
1181,11
1182,11
1183,11
1184,11
1185,11
1186,11
1187,11
1188,11
1189,11
1190,11
1191,11
1192,11
1193,11
1194,11
1195,11
1196,11
1197,11
1198,11
1199,11
1200,11
1201,11
1202,11
1203,11
1204,11
1205,11
1206,11
1207,11
1208,12
1209,12
1210,12
1211,12
1212,12
1213,12
1214,12
1215,12
1216,12
1217,12
1218,12
1219,12
1220,12
1221,12
1222,12
1223,12
1224,12
1225,12
1226,12
1227,12
1228,12
1229,12
1230,12
1231,12
1232,12
1233,12
1234,12
1235,12
1236,12
1237,12
1238,12
1239,12
1240,12
1241,12
1242,12
1243,12
1244,12
1245,12
1246,12
1247,12
1248,12
1249,12
1250,12
1251,12
1252,12
1253,12
1254,12
1255,12
1256,12
1257,12
1258,12
1259,12
1260,12
1261,12
1262,12
1263,12
1264,12
1265,12
1266,12
1267,12
1268,12
1269,12
1270,12
1271,12
1272,12
1273,12
1274,12
1275,12
1276,12
1277,12
1278,12
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1300,12
1301,12
1302,12
1303,12
1304,12
1305,12
1306,12
1307,12
1308,13
1309,13
1310,13
1311,13
1312,13
1313,13
1314,13
1315,13
1316,13
1317,13
1318,13
1319,13
1320,13
1321,13
1322,13
1323,13
1324,13
1325,13
1326,13
1327,13
1328,13
1329,13
1330,13
1331,13
1332,13
1333,13
1334,13
1335,13
1336,13
1337,13
1338,13
1339,13
1340,13
1341,13
1342,13
1343,13
1344,13
1345,13
1346,13
1347,13
1348,13
1349,13
1350,13
1351,13
1352,13
1353,13
1354,13
1355,13
1356,13
1357,13
1358,13
1359,13
1360,13
1361,13
1362,13
1363,13
1364,13
1365,13
1366,13
1367,13
1368,13
1369,13
1370,13
1371,13
1372,13
1373,13
1374,13
1375,13
1376,13
1377,13
1378,13
1379,13
1380,13
1381,13
1382,13
1383,13
1384,13
1385,13
1386,13
1387,13
1388,13
1389,13
1390,13
1391,13
1392,13
1393,13
1394,13
1395,13
1396,13
1397,13
1398,13
1399,13
1400,13
1401,13
1402,13
1403,13
1404,13
1405,13
1406,13
1407,13
1408,14
1409,14
1410,14
1411,14
1412,14
1413,14
1414,14
1415,14
1416,14
1417,14
1418,14
1419,14
1420,14
1421,14
1422,14
1423,14
1424,14
1425,14
1426,14
1427,14
1428,14
1429,14
1430,14
1431,14
1432,14
1433,14
1434,14
1435,14
1436,14
1437,14
1438,14
1439,14
1440,14
1441,14
1442,14
1443,14
1444,14
1445,14
1446,14
1447,14
1448,14
1449,14
1450,14
1451,14
1452,14
1453,14
1454,14
1455,14
1456,14
1457,14
1458,14
1459,14
1460,14
1461,14
1462,14
1463,14
1464,14
1465,14
1466,14
1467,14
1468,14
1469,14
1470,14
1471,14
1472,14
1473,14
1474,14
1475,14
1476,14
1477,14
1478,14
1479,14
1480,14
1481,14
1482,14
1483,14
1484,14
1485,14
1486,14
1487,14
1488,14
1489,14
1490,14
1491,14
1492,14
1493,14
1494,14
1495,14
1496,14
1497,14
1498,14
1499,14
1500,14
1501,14
1502,14
1503,14
1504,14
1505,14
1506,14
1507,14
1508,15
1509,15
1510,15
1511,15
1512,15
1513,15
1514,15
1515,15
1516,15
1517,15
1518,15
1519,15
1520,15
1521,15
1522,15
1523,15
1524,15
1525,15
1526,15
1527,15
1528,15
1529,15
1530,15
1531,15
1532,15
1533,15
1534,15
1535,15
1536,15
1537,15
1538,15
1539,15
1540,15
1541,15
1542,15
1543,15
1544,15
1545,15
1546,15
1547,15
1548,15
1549,15
1550,15
1551,15
1552,15
1553,15
1554,15
1555,15
1556,15
1557,15
1558,15
1559,15
1560,15
1561,15
1562,15
1563,15
1564,15
1565,15
1566,15
1567,15
1568,15
1569,15
1570,15
1571,15
1572,15
1573,15
1574,15
1575,15
1576,15
1577,15
1578,15
1579,15
1580,15
1581,15
1582,15
1583,15
1584,15
1585,15
1586,15
1587,15
1588,15
1589,15
1590,15
1591,15
1592,15
1593,15
1594,15
1595,15
1596,15
1597,15
1598,15
1599,15
1600,15
1601,15
1602,15
1603,15
1604,15
1605,15
1606,15
1607,15
1608,16
1609,16
1610,16
1611,16
1612,16
1613,16
1614,16
1615,16
1616,16
1617,16
1618,16
1619,16
1620,16
1621,16
1622,16
1623,16
1624,16
1625,16
1626,16
1627,16
1628,16
1629,16
1630,16
1631,16
1632,16
1633,16
1634,16
1635,16
1636,16
1637,16
1638,16
1639,16
1640,16
1641,16
1642,16
1643,16
1644,16
1645,16
1646,16
1647,16
1648,16
1649,16
1650,16
1651,16
1652,16
1653,16
1654,16
1655,16
1656,16
1657,16
1658,16
1659,16
1660,16
1661,16
1662,16
1663,16
1664,16
1665,16
1666,16
1667,16
1668,16
1669,16
1670,16
1671,16
1672,16
1673,16
1674,16
1675,16
1676,16
1677,16
1678,16
1679,16
1680,16
1681,16
1682,16
1683,16
1684,16
1685,16
1686,16
1687,16
1688,16
1689,16
1690,16
1691,16
1692,16
1693,16
1694,16
1695,16
1696,16
1697,16
1698,16
1699,16
1700,16
1701,16
1702,16
1703,16
1704,16
1705,16
1706,16
1707,16
1708,17
1709,17
1710,17
1711,17
1712,17
1713,17
1714,17
1715,17
1716,17
1717,17
1718,17
1719,17
1720,17
1721,17
1722,17
1723,17
1724,17
1725,17
1726,17
1727,17
1728,17
1729,17
1730,17
1731,17
1732,17
1733,17
1734,17
1735,17
1736,17
1737,17
1738,17
1739,17
1740,17
1741,17
1742,17
1743,17
1744,17
1745,17
1746,17
1747,17
1748,17
1749,17
1750,17
1751,17
1752,17
1753,17
1754,17
1755,17
1756,17
1757,17
1758,17
1759,17
1760,17
1761,17
1762,17
1763,17
1764,17
1765,17
1766,17
1767,17
1768,17
1769,17
1770,17
1771,17
1772,17
1773,17
1774,17
1775,17
1776,17
1777,17
1778,17
1779,17
1780,17
1781,17
1782,17
1783,17
1784,17
1785,17
1786,17
1787,17
1788,17
1789,17
1790,17
1791,17
1792,17
1793,17
1794,17
1795,17
1796,17
1797,17
1798,17
1799,17
1800,17
1801,17
1802,17
1803,17
1804,17
1805,17
1806,17
1807,17
1808,18
1809,18
1810,18
1811,18
1812,18
1813,18
1814,18
1815,18
1816,18
1817,18
1818,18
1819,18
1820,18
1821,18
1822,18
1823,18
1824,18
1825,18
1826,18
1827,18
1828,18
1829,18
1830,18
1831,18
1832,18
1833,18
1834,18
1835,18
1836,18
1837,18
1838,18
1839,18
1840,18
1841,18
1842,18
1843,18
1844,18
1845,18
1846,18
1847,18
1848,18
1849,18
1850,18
1851,18
1852,18
1853,18
1854,18
1855,18
1856,18
1857,18
1858,18
1859,18
1860,18
1861,18
1862,18
1863,18
1864,18
1865,18
1866,18
1867,18
1868,18
1869,18
1870,18
1871,18
1872,18
1873,18
1874,18
1875,18
1876,18
1877,18
1878,18
1879,18
1880,18
1881,18
1882,18
1883,18
1884,18
1885,18
1886,18
1887,18
1888,18
1889,18
1890,18
1891,18
1892,18
1893,18
1894,18
1895,18
1896,18
1897,18
1898,18
1899,18
1900,18
1901,18
1902,18
1903,18
1904,18
1905,18
1906,18
1907,18
1908,19
1909,19
1910,19
1911,19
1912,19
1913,19
1914,19
1915,19
1916,19
1917,19
1918,19
1919,19
1920,19
1921,19
1922,19
1923,19
1924,19
1925,19
1926,19
1927,19
1928,19
1929,19
1930,19
1931,19
1932,19
1933,19
1934,19
1935,19
1936,19
1937,19
1938,19
1939,19
1940,19
1941,19
1942,19
1943,19
1944,19
1945,19
1946,19
1947,19
1948,19
1949,19
1950,19
1951,19
1952,19
1953,19
1954,19
1955,19
1956,19
1957,19
1958,19
1959,19
1960,19
1961,19
1962,19
1963,19
1964,19
1965,19
1966,19
1967,19
1968,19
1969,19
1970,19
1971,19
1972,19
1973,19
1974,19
1975,19
1976,19
1977,19
1978,19
1979,19
1980,19
1981,19
1982,19
1983,19
1984,19
1985,19
1986,19
1987,19
1988,19
1989,19
1990,19
1991,19
1992,19
1993,19
1994,19
1995,19
1996,19
1997,19
1998,19
1999,19
2000,19
2001,19
2002,19
2003,19
2004,19
2005,19
2006,19
2007,19
2008,20
2009,20
2010,20
2011,20
2012,20
2013,20
2014,20
2015,20
2016,20
2017,20
2018,20
2019,20
2020,20
2021,20
2022,20
2023,20
2024,20
2025,20
2026,20
2027,20
2028,20
2029,20
2030,20
2031,20
2032,20
2033,20
2034,20
2035,20
2036,20
2037,20
2038,20
2039,20
2040,20
2041,20
2042,20
2043,20
2044,20
2045,20
2046,20
2047,20
2048,20
2049,20
2050,20
2051,20
2052,20
2053,20
2054,20
2055,20
2056,20
2057,20
2058,20
2059,20
2060,20
2061,20
2062,20
2063,20
2064,20
2065,20
2066,20
2067,20
2068,20
2069,20
2070,20
2071,20
2072,20
2073,20
2074,20
2075,20
2076,20
2077,20
2078,20
2079,20
2080,20
2081,20
2082,20
2083,20
2084,20
2085,20
2086,20
2087,20
2088,20
2089,20
2090,20
2091,20
2092,20
2093,20
2094,20
2095,20
2096,20
2097,20
2098,20
2099,20
2100,20
2101,20
2102,20
2103,20
2104,20
2105,20
2106,20
2107,20
2108,20
2109,21
2110,21
2111,21
2112,21
2113,21
2114,21
2115,21
2116,21
2117,21
2118,21
2119,21
2120,21
2121,21
2122,21
2123,21
2124,21
2125,21
2126,21
2127,21
2128,21
2129,21
2130,21
2131,21
2132,21
2133,21
2134,21
2135,21
2136,21
2137,21
2138,21
2139,21
2140,21
2141,21
2142,21
2143,21
2144,21
2145,21
2146,21
2147,21
2148,21
2149,21
2150,21
2151,21
2152,21
2153,21
2154,21
2155,21
2156,21
2157,21
2158,21
2159,21
2160,21
2161,21
2162,21
2163,21
2164,21
2165,21
2166,21
2167,21
2168,21
2169,21
2170,21
2171,21
2172,21
2173,21
2174,21
2175,21
2176,21
2177,21
2178,21
2179,21
2180,21
2181,21
2182,21
2183,21
2184,21
2185,21
2186,21
2187,21
2188,21
2189,21
2190,21
2191,21
2192,21
2193,21
2194,21
2195,21
2196,21
2197,21
2198,21
2199,21
2200,21
2201,21
2202,21
2203,21
2204,21
2205,21
2206,21
2207,21
2208,21
2209,21
2210,22
2211,22
2212,22
2213,22
2214,22
2215,22
2216,22
2217,22
2218,22
2219,22
2220,22
2221,22
2222,22
2223,22
2224,22
2225,22
2226,22
2227,22
2228,22
2229,22
2230,22
2231,22
2232,22
2233,22
2234,22
2235,22
2236,22
2237,22
2238,22
2239,22
2240,22
2241,22
2242,22
2243,22
2244,22
2245,22
2246,22
2247,22
2248,22
2249,22
2250,22
2251,22
2252,22
2253,22
2254,22
2255,22
2256,22
2257,22
2258,22
2259,22
2260,22
2261,22
2262,22
2263,22
2264,22
2265,22
2266,22
2267,22
2268,22
2269,22
2270,22
2271,22
2272,22
2273,22
2274,22
2275,22
2276,22
2277,22
2278,22
2279,22
2280,22
2281,22
2282,22
2283,22
2284,22
2285,22
2286,22
2287,22
2288,22
2289,22
2290,22
2291,22
2292,22
2293,22
2294,22
2295,22
2296,22
2297,22
2298,22
2299,22
2300,22
2301,22
2302,22
2303,22
2304,22
2305,22
2306,22
2307,22
2308,22
2309,22
2310,22
2311,23
2312,23
2313,23
2314,23
2315,23
2316,23
2317,23
2318,23
2319,23
2320,23
2321,23
2322,23
2323,23
2324,23
2325,23
2326,23
2327,23
2328,23
2329,23
2330,23
2331,23
2332,23
2333,23
2334,23
2335,23
2336,23
2337,23
2338,23
2339,23
2340,23
2341,23
2342,23
2343,23
2344,23
2345,23
2346,23
2347,23
2348,23
2349,23
2350,23
2351,23
2352,23
2353,23
2354,23
2355,23
2356,23
2357,23
2358,23
2359,23
2360,23
2361,23
2362,23
2363,23
2364,23
2365,23
2366,23
2367,23
2368,23
2369,23
2370,23
2371,23
2372,23
2373,23
2374,23
2375,23
2376,23
2377,23
2378,23
2379,23
2380,23
2381,23
2382,23
2383,23
2384,23
2385,23
2386,23
2387,23
2388,23
2389,23
2390,23
2391,23
2392,23
2393,23
2394,23
2395,23
2396,23
2397,23
2398,23
2399,23
2400,23
2401,23
2402,23
2403,23
2404,23
2405,23
2406,23
2407,23
2408,23
2409,23
2410,23
2411,23
2412,24
2413,24
2414,24
2415,24
2416,24
2417,24
2418,24
2419,24
2420,24
2421,24
2422,24
2423,24
2424,24
2425,24
2426,24
2427,24
2428,24
2429,24
2430,24
2431,24
2432,24
2433,24
2434,24
2435,24
2436,24
2437,24
2438,24
2439,24
2440,24
2441,24
2442,24
2443,24
2444,24
2445,24
2446,24
2447,24
2448,24
2449,24
2450,24
2451,24
2452,24
2453,24
2454,24
2455,24
2456,24
2457,24
2458,24
2459,24
2460,24
2461,24
2462,24
2463,24
2464,24
2465,24
2466,24
2467,24
2468,24
2469,24
2470,24
2471,24
2472,24
2473,24
2474,24
2475,24
2476,24
2477,24
2478,24
2479,24
2480,24
2481,24
2482,24
2483,24
2484,24
2485,24
2486,24
2487,24
2488,24
2489,24
2490,24
2491,24
2492,24
2493,24
2494,24
2495,24
2496,24
2497,24
2498,24
2499,24
2500,24
2501,24
2502,24
2503,24
2504,24
2505,24
2506,24
2507,24
2508,24
2509,24
2510,24
2511,24
2512,24
2513,25
2514,25
2515,25
2516,25
2517,25
2518,25
2519,25
2520,25
2521,25
2522,25
2523,25
2524,25
2525,25
2526,25
2527,25
2528,25
2529,25
2530,25
2531,25
2532,25
2533,25
2534,25
2535,25
2536,25
2537,25
2538,25
2539,25
2540,25
2541,25
2542,25
2543,25
2544,25
2545,25
2546,25
2547,25
2548,25
2549,25
2550,25
2551,25
2552,25
2553,25
2554,25
2555,25
2556,25
2557,25
2558,25
2559,25
2560,25
2561,25
2562,25
2563,25
2564,25
2565,25
2566,25
2567,25
2568,25
2569,25
2570,25
2571,25
2572,25
2573,25
2574,25
2575,25
2576,25
2577,25
2578,25
2579,25
2580,25
2581,25
2582,25
2583,25
2584,25
2585,25
2586,25
2587,25
2588,25
2589,25
2590,25
2591,25
2592,25
2593,25
2594,25
2595,25
2596,25
2597,25
2598,25
2599,25
2600,25
2601,25
2602,25
2603,25
2604,25
2605,25
2606,25
2607,25
2608,25
2609,25
2610,25
2611,25
2612,25
2613,25
2614,26
2615,26
2616,26
2617,26
2618,26
2619,26
2620,26
2621,26
2622,26
2623,26
2624,26
2625,26
2626,26
2627,26
2628,26
2629,26
2630,26
2631,26
2632,26
2633,26
2634,26
2635,26
2636,26
2637,26
2638,26
2639,26
2640,26
2641,26
2642,26
2643,26
2644,26
2645,26
2646,26
2647,26
2648,26
2649,26
2650,26
2651,26
2652,26
2653,26
2654,26
2655,26
2656,26
2657,26
2658,26
2659,26
2660,26
2661,26
2662,26
2663,26
2664,26
2665,26
2666,26
2667,26
2668,26
2669,26
2670,26
2671,26
2672,26
2673,26
2674,26
2675,26
2676,26
2677,26
2678,26
2679,26
2680,26
2681,26
2682,26
2683,26
2684,26
2685,26
2686,26
2687,26
2688,26
2689,26
2690,26
2691,26
2692,26
2693,26
2694,26
2695,26
2696,26
2697,26
2698,26
2699,26
2700,26
2701,26
2702,26
2703,26
2704,26
2705,26
2706,26
2707,26
2708,26
2709,26
2710,26
2711,26
2712,26
2713,26
2714,26
2715,27
2716,27
2717,27
2718,27
2719,27
2720,27
2721,27
2722,27
2723,27
2724,27
2725,27
2726,27
2727,27
2728,27
2729,27
2730,27
2731,27
2732,27
2733,27
2734,27
2735,27
2736,27
2737,27
2738,27
2739,27
2740,27
