gid,FR,num_exc,num_inh,avg_exc,avg_inh,max_exc,max_inh,std_exc,std_inh,skew_exc,skew_inh,comb_stren,fr_mean,fr_std,fr_max
0,4.2,1759,190,4.682994696082188,3.4517668865397484,12.450646438840174,6.634984831275965,1.3699186069396354,0.9306054424665748,0.8150305904870362,0.4637950177573552,2.8450116653799777,0.11601889251662575,0.3250395582226252,4.128306004134513
1,4.2,1759,190,4.982538028652042,2.9133078050493317,11.611901903244943,6.634087692325674,1.4020485433219705,0.9687159125239052,0.7770581160147574,0.7567921243462841,2.5851298719730216,0.1044774326162689,0.2943570430845718,4.107540855570531
2,1.0,1759,190,4.679305127401308,3.0755196557223483,11.028530975956263,8.391755584033449,1.3396249446010804,1.09099804874357,0.8724900034272746,1.2652860331748832,2.2223148634296317,0.10004970458761124,0.2763287875469956,4.116241529673922
3,0.0,1759,190,4.407662584896669,2.465606549259292,10.005054095114787,6.412692094517323,1.3666974446417768,1.0128768839271889,0.816037093145797,1.3151690761156585,1.8134084497540428,0.08180524668650943,0.2669937914202985,4.087381546784645
4,3.8,1759,190,4.836935669857398,2.596940746468611,12.685111516724401,9.059509285673268,1.3875870129718786,1.0630118186775634,0.8189720995171367,1.7574634465794392,2.4931408780431985,0.10430533758071536,0.2922715558877748,4.105758535989517
5,2.6,1759,190,4.377996494331134,3.0413186596779647,12.352748621423624,6.803925612573901,1.4091202746682,1.1240948925425662,1.053671308964562,0.7598055962706951,2.4454874892514247,0.1104048531701092,0.30058037734373394,4.122938930189038
6,5.6,1759,190,4.428637985044655,1.9543350773170085,11.939756405385713,5.838342362105675,1.4095308097198174,0.9416958218200052,0.9775144637969136,1.5035313505166543,2.7951371225222195,0.12649701799059732,0.37018878098867264,4.122057947145464
7,5.4,1759,190,4.912952062806532,2.6368840514297096,11.797470412394592,5.746305653830897,1.3616427159450304,0.9757811945945896,0.7190003584742708,0.6135783806707887,3.0132793688513546,0.12030816864702372,0.3688338470596945,4.11524475085512
8,0.0,1759,190,4.801667458032127,3.04204111839321,11.836505270114884,6.76515699288387,1.360307168516387,0.9155138606607364,0.9480434097641692,1.0212719780966617,1.764045324150422,0.07513358079647063,0.25888552847011986,4.0899987710741845
9,2.0,1759,190,4.758770132299771,2.6183373219305697,10.601427904112654,6.3560404007777525,1.371203815395987,0.9442066242362072,0.8289370868923709,1.068021057487928,2.136275182669884,0.09398034103371854,0.2963582131486891,4.097917367040963
10,2.2,1759,190,4.56546132493321,2.6838339967573708,10.515776113098687,9.188031324854377,1.3794623158126516,1.1800601545525011,0.8502306076945274,1.570159523648197,2.161370415051036,0.09519118678740122,0.2899988227430539,4.102691427635181
11,1.4,1759,190,4.711678985548613,2.8225648927461684,12.734950141525704,6.621716081965232,1.4216232586361874,1.0142591628109583,0.9596095793159699,1.0596600722459308,2.118543920005101,0.0881404102475265,0.30479526638041193,4.091450514121772
12,1.2,1759,190,4.427131530451119,3.3265199707441657,11.101180898078566,7.417537762075296,1.4208739143338402,1.055261463458808,0.916485367931536,0.9423578666653392,2.25673893171595,0.1006179957328918,0.28025366894191633,4.111327540384333
13,2.2,1759,190,4.795589133399625,2.106964259826086,10.562682266393193,8.237886722451307,1.3825347221784277,1.1689427035093782,0.7021465147336593,1.6515776233287895,2.363265901798041,0.09682860992280592,0.2917235839586061,4.099469759931299
14,2.6,1759,190,4.456255685927927,2.1388496473438208,13.363608852728802,6.049241368838679,1.3923342053396277,0.9115192375671031,1.0340111261937583,0.9659349470977348,2.1129212377003745,0.10076559787229533,0.2848061745970865,4.1002164454913785
15,2.0,1759,190,4.85907671007466,2.1427563745728184,11.411676901874314,5.911327002503362,1.3777824580812266,0.9033801813317938,0.8697620387480329,1.0326224125908283,2.5398363089359717,0.09851087200454876,0.30258294791670165,4.107701148042824
16,4.4,1759,190,4.394152977157616,3.388904203363666,11.313770152349493,7.397167851882207,1.4194807536316487,0.9916679661687562,0.9316194431552068,0.774221170050848,2.8854387408780298,0.126514129765987,0.3796568187425509,4.12317971548305
17,4.6,1759,190,4.469608889888637,2.5359167853139994,11.97905748083116,5.773668359539803,1.4557281529386732,0.954991904007178,1.0519763893582088,0.7348302657400564,2.629490352063027,0.11838202881437687,0.3287374936650743,4.128267860108183
18,0.8,1759,190,4.5953583295932425,2.0912884995332504,12.802309782093461,6.020034489307879,1.372479621467919,0.9249908022457684,0.8423593319269647,1.3190523723763363,1.9762413730390518,0.09465499386563342,0.3333936471541332,4.093290474831523
19,5.4,1759,190,4.974055533497253,2.243410830725092,12.339399465776115,5.444373640625108,1.3903945499878503,0.8670205918041313,0.8902568725574797,0.9089345541861914,2.911766317821556,0.12349165118011468,0.3557425226717409,4.112365947931382
20,0.0,1759,190,4.558954735123343,2.1799261184158008,10.671677304126256,6.575199632534847,1.3468844483909872,0.8949020358814863,0.8706277505210578,1.3465179069522115,1.7034467454905444,0.07300064911708064,0.2281977371143362,4.085665375262166
21,1.4,1759,190,4.779521291729863,2.5160385883868845,11.251595661730942,6.133500660044509,1.3865436479183668,0.8974772094139012,0.8085101838919403,1.241348081461001,2.197383187488521,0.08480055239402545,0.26554406983372003,4.098155661105913
22,2.2,1759,190,4.622583055467162,2.3888522789613447,10.841828886772106,6.175619010026275,1.4146222354942548,0.9670432338872916,0.8548443969538985,1.0892436980873703,2.0345054998750167,0.08908151899443946,0.20779489698106385,2.6416650394438297
23,4.4,1759,190,4.963796873364275,2.4039305182213884,11.976994944182415,6.234285566438813,1.3835373398848887,0.9710635764933364,0.8468280268151931,1.2414852071174065,2.584537007203211,0.11147673059576324,0.31994175230734423,4.126520802171713
24,3.2,1759,190,4.750477948141943,2.2256581241690085,10.535848393336467,7.072890449386921,1.3958461952450094,1.020356401907866,0.8605992755106789,1.6135337027262615,2.2210526181098333,0.09549506810048808,0.2943977077511898,4.111744672932076
25,0.2,1759,190,5.028013774398742,3.089025234847448,10.989017590195845,6.954605336045834,1.4422249908471123,0.9832504302495504,0.8223737720966727,1.1305741753351437,2.024453918003596,0.08295442848279473,0.2603471916479029,4.0961249521626515
26,1.8,1759,190,4.414597311900251,2.8951522973012382,11.450036055765322,9.41250567867905,1.3970705198625248,1.1747500195705154,0.9100874372552054,1.5876934854220706,1.9184993962006212,0.0866382420017027,0.2738352029146094,4.0947050504041425
27,2.6,1759,190,4.4170291029336965,3.4355912641997315,11.255805225597284,7.568283915546496,1.3666487302638946,1.0006806285826135,0.8954973994507035,0.959061813985626,2.5464222485272647,0.10357472033824916,0.3220491373217337,4.107728338593165
28,2.4,1759,190,4.4616640460433485,2.2569465513375797,14.523184906402161,5.561620036231388,1.4243130215804187,0.9510309195193868,1.0044727582407045,1.0608095272552058,2.264534865846671,0.09906000214711767,0.2818505859823881,4.103630304349158
29,7.4,1759,190,4.944858174750711,2.171381553534085,12.813475349881143,7.279305268560411,1.4333191881337255,1.0793266400063355,0.9079254719655224,1.690617143700014,3.4003709789550247,0.13377667443437846,0.38590177999367264,4.1239200679041526
